nSeq;I1; I2; O1; O2;A1;A2;A3;A4;A5;A6
0;0;0;0;0;487;512;0;511;38;11
1;0;0;0;0;499;513;0;509;38;11
2;0;0;0;0;506;514;0;508;38;11
3;0;0;0;0;501;513;0;508;38;11
4;0;0;0;0;510;513;0;508;38;11
5;0;0;0;0;513;512;0;505;38;11
6;0;0;0;0;514;510;0;505;38;11
7;0;0;0;0;519;511;0;506;38;11
8;0;0;0;0;515;511;0;506;38;11
9;0;0;0;0;505;512;0;506;38;11
10;0;0;0;0;504;513;0;506;38;11
11;0;0;0;0;501;513;0;507;38;11
12;0;0;0;0;505;512;0;507;38;11
13;0;0;0;0;499;511;0;507;38;11
14;0;0;0;0;513;510;0;508;38;11
15;0;0;0;0;521;511;0;508;38;11
0;0;0;0;0;511;511;0;510;38;11
1;0;0;0;0;519;511;0;516;38;11
2;0;0;0;0;519;511;0;522;38;11
3;0;0;0;0;554;513;0;522;38;11
4;0;0;0;0;524;513;0;522;38;11
5;0;0;0;0;531;512;0;527;38;11
6;0;0;0;0;500;512;0;517;38;11
7;0;0;0;0;510;511;0;515;38;11
8;0;0;0;0;470;510;0;515;38;11
9;0;0;0;0;450;510;0;512;38;11
10;0;0;0;0;463;510;0;509;38;11
11;0;0;0;0;493;510;0;509;38;11
12;0;0;0;0;527;510;0;508;38;11
13;0;0;0;0;529;509;0;507;38;11
14;0;0;0;0;508;507;0;507;38;11
15;0;0;0;0;510;508;0;507;38;11
0;0;0;0;0;511;508;0;509;38;11
1;0;0;0;0;505;507;0;511;38;11
2;0;0;0;0;500;508;0;510;38;11
3;0;0;0;0;500;509;0;511;38;11
4;0;0;0;0;504;508;0;513;38;11
5;0;0;0;0;500;508;0;510;38;11
6;0;0;0;0;494;510;0;511;38;11
7;0;0;0;0;487;510;0;512;38;11
8;0;0;0;0;492;510;0;517;38;11
9;0;0;0;0;492;509;0;519;38;11
10;0;0;0;0;524;511;0;518;38;11
11;0;0;0;0;561;513;0;516;38;11
12;0;0;0;0;561;513;0;516;38;11
13;0;0;0;0;559;511;0;514;38;11
14;0;0;0;0;528;511;0;513;38;11
15;0;0;0;0;486;512;0;513;38;11
0;0;0;0;0;484;514;0;515;38;11
1;0;0;0;0;495;512;0;504;38;11
2;0;0;0;0;503;513;0;501;38;11
3;0;0;0;0;502;513;0;500;38;11
4;0;0;0;0;506;514;0;505;38;11
5;0;0;0;0;504;513;0;509;38;11
6;0;0;0;0;500;512;0;513;38;11
7;0;0;0;0;499;513;0;512;38;11
8;0;0;0;0;501;511;0;513;38;11
9;0;0;0;0;503;510;0;518;38;11
10;0;0;0;0;514;511;0;524;38;11
11;0;0;0;0;514;511;0;525;38;11
12;0;0;0;0;516;511;0;522;38;11
13;0;0;0;0;511;509;0;508;38;11
14;0;0;0;0;496;509;0;501;38;11
15;0;0;0;0;495;509;0;500;38;11
0;0;0;0;0;504;509;0;499;38;11
1;0;0;0;0;533;509;0;499;38;11
2;0;0;0;0;543;510;0;503;38;11
3;0;0;0;0;499;510;0;504;38;11
4;0;0;0;0;494;511;0;506;38;11
5;0;0;0;0;509;510;0;508;38;11
6;0;0;0;0;519;510;0;506;38;11
7;0;0;0;0;520;512;0;506;38;11
8;0;0;0;0;526;511;0;504;38;11
9;0;0;0;0;527;511;0;504;38;11
10;0;0;0;0;521;513;0;525;38;11
11;0;0;0;0;454;514;0;507;38;11
12;0;0;0;0;441;513;0;506;38;11
13;0;0;0;0;448;513;0;511;38;11
14;0;0;0;0;517;512;0;507;38;11
15;0;0;0;0;551;512;0;507;38;11
0;0;0;0;0;551;512;0;508;38;11
1;0;0;0;0;512;510;0;509;38;11
2;0;0;0;0;450;511;0;511;38;11
3;0;0;0;0;416;512;0;512;38;11
4;0;0;0;0;462;511;0;511;38;11
5;0;0;0;0;521;510;0;511;38;11
6;0;0;0;0;600;511;0;511;38;11
7;0;0;0;0;613;512;0;509;38;11
8;0;0;0;0;635;513;0;508;38;11
9;0;0;0;0;619;511;0;508;38;11
10;0;0;0;0;540;511;0;507;38;11
11;0;0;0;0;458;511;0;508;38;11
12;0;0;0;0;367;509;0;507;38;11
13;0;0;0;0;380;510;0;506;38;11
14;0;0;0;0;457;511;0;506;38;11
15;0;0;0;0;520;511;0;504;38;11
0;0;0;0;0;551;510;0;504;38;11
1;0;0;0;0;535;510;0;508;38;11
2;0;0;0;0;527;509;0;508;38;11
3;0;0;0;0;516;510;0;508;38;11
4;0;0;0;0;484;512;0;509;38;11
5;0;0;0;0;489;510;0;509;38;11
6;0;0;0;0;485;511;0;509;38;11
7;0;0;0;0;454;511;0;509;38;11
8;0;0;0;0;488;512;0;523;38;11
9;0;0;0;0;517;510;0;512;38;11
10;0;0;0;0;503;512;0;514;38;11
11;0;0;0;0;529;512;0;513;38;11
12;0;0;0;0;580;511;0;513;38;11
13;0;0;0;0;551;511;0;514;38;11
14;0;0;0;0;483;511;0;517;38;11
15;0;0;0;0;497;511;0;518;38;11
0;0;0;0;0;525;511;0;516;38;11
1;0;0;0;0;520;511;0;515;38;11
2;0;0;0;0;510;512;0;514;38;11
3;0;0;0;0;510;512;0;514;38;11
4;0;0;0;0;498;511;0;512;38;11
5;0;0;0;0;497;513;0;512;38;11
6;0;0;0;0;507;513;0;509;38;11
7;0;0;0;0;500;514;0;508;38;11
8;0;0;0;0;509;513;0;508;38;11
9;0;0;0;0;506;515;0;508;38;11
10;0;0;0;0;505;515;0;512;38;11
11;0;0;0;0;507;514;0;516;38;11
12;0;0;0;0;515;514;0;518;38;11
13;0;0;0;0;501;512;0;515;38;11
14;0;0;0;0;504;512;0;515;38;11
15;0;0;0;0;499;512;0;516;38;11
0;0;0;0;0;508;511;0;515;38;11
1;0;0;0;0;504;508;0;517;38;11
2;0;0;0;0;507;510;0;518;38;11
3;0;0;0;0;510;513;0;518;38;11
4;0;0;0;0;509;511;0;517;38;11
5;0;0;0;0;513;510;0;517;38;11
6;0;0;0;0;511;510;0;515;38;11
7;0;0;0;0;513;511;0;514;38;11
8;0;0;0;0;504;510;0;510;38;11
9;0;0;0;0;504;509;0;510;38;11
10;0;0;0;0;508;510;0;511;38;11
11;0;0;0;0;505;510;0;512;38;11
12;0;0;0;0;502;512;0;507;38;11
13;0;0;0;0;509;511;0;500;38;11
14;0;0;0;0;502;509;0;496;38;11
15;0;0;0;0;499;510;0;496;38;11
0;0;0;0;0;509;510;0;496;38;11
1;0;0;0;0;516;509;0;499;38;11
2;0;0;0;0;526;508;0;500;38;11
3;0;0;0;0;539;510;0;500;38;11
4;0;0;0;0;536;512;0;511;38;11
5;0;0;0;0;532;512;0;504;38;11
6;0;0;0;0;489;512;0;505;38;11
7;0;0;0;0;472;511;0;506;38;11
8;0;0;0;0;488;510;0;507;38;11
9;0;0;0;0;494;508;0;506;38;11
10;0;0;0;0;502;510;0;508;38;11
11;0;0;0;0;498;509;0;506;38;11
12;0;0;0;0;500;509;0;506;38;11
13;0;0;0;0;521;510;0;507;38;11
14;0;0;0;0;533;511;0;507;38;11
15;0;0;0;0;527;511;0;507;38;11
0;0;0;0;0;478;508;0;509;38;11
1;0;0;0;0;468;509;0;512;38;11
2;0;0;0;0;505;508;0;514;38;11
3;0;0;0;0;555;509;0;514;38;11
4;0;0;0;0;524;510;0;511;38;11
5;0;0;0;0;495;509;0;510;38;11
6;0;0;0;0;518;511;0;512;38;11
7;0;0;0;0;543;512;0;511;38;11
8;0;0;0;0;518;511;0;508;38;11
9;0;0;0;0;499;510;0;511;38;11
10;0;0;0;0;491;510;0;502;38;11
11;0;0;0;0;500;510;0;502;38;11
12;0;0;0;0;509;509;0;503;38;11
13;0;0;0;0;515;509;0;504;38;11
14;0;0;0;0;515;509;0;509;38;11
15;0;0;0;0;513;510;0;510;38;11
0;0;0;0;0;530;510;0;511;38;11
1;0;0;0;0;523;510;0;511;38;11
2;0;0;0;0;517;510;0;509;38;11
3;0;0;0;0;470;511;0;509;38;11
4;0;0;0;0;448;511;0;508;38;11
5;0;0;0;0;476;511;0;508;38;11
6;0;0;0;0;497;511;0;507;38;11
7;0;0;0;0;497;513;0;507;38;11
8;0;0;0;0;500;514;0;507;38;11
9;0;0;0;0;502;513;0;506;38;11
10;0;0;0;0;497;512;0;509;38;11
11;0;0;0;0;498;512;0;509;38;11
12;0;0;0;0;524;510;0;508;38;11
13;0;0;0;0;547;510;0;512;38;11
14;0;0;0;0;558;509;0;515;38;11
15;0;0;0;0;527;510;0;515;38;11
0;0;0;0;0;500;508;0;513;38;11
1;0;0;0;0;497;507;0;513;38;11
2;0;0;0;0;497;507;0;514;38;11
3;0;0;0;0;489;508;0;512;38;11
4;0;0;0;0;511;508;0;512;38;11
5;0;0;0;0;522;510;0;509;38;11
6;0;0;0;0;523;512;0;507;38;11
7;0;0;0;0;509;512;0;512;38;11
8;0;0;0;0;504;509;0;503;38;11
9;0;0;0;0;502;509;0;502;38;11
10;0;0;0;0;501;510;0;503;38;11
11;0;0;0;0;497;511;0;503;38;11
12;0;0;0;0;504;510;0;504;38;11
13;0;0;0;0;506;511;0;504;38;11
14;0;0;0;0;501;513;0;506;38;11
15;0;0;0;0;498;512;0;507;38;11
0;0;0;0;0;517;513;0;508;38;11
1;0;0;0;0;494;512;0;508;38;11
2;0;0;0;0;499;512;0;509;38;11
3;0;0;0;0;526;511;0;508;38;11
4;0;0;0;0;537;511;0;509;38;11
5;0;0;0;0;553;510;0;508;38;11
6;0;0;0;0;558;511;0;509;38;11
7;0;0;0;0;483;513;0;508;38;11
8;0;0;0;0;455;510;0;508;38;11
9;0;0;0;0;499;511;0;506;38;11
10;0;0;0;0;499;511;0;504;38;11
11;0;0;0;0;512;512;0;505;38;11
12;0;0;0;0;536;514;0;508;38;11
13;0;0;0;0;548;513;0;512;38;11
14;0;0;0;0;520;512;0;513;38;11
15;0;0;0;0;531;511;0;513;38;11
0;0;0;0;0;453;512;0;512;38;11
1;0;0;0;0;434;510;0;512;38;11
2;0;0;0;0;494;509;0;510;38;11
3;0;0;0;0;507;509;0;510;38;11
4;0;0;0;0;496;509;0;513;38;11
5;0;0;0;0;503;510;0;517;38;11
6;0;0;0;0;516;509;0;519;38;11
7;0;0;0;0;512;509;0;520;38;11
8;0;0;0;0;504;509;0;517;38;11
9;0;0;0;0;505;509;0;515;38;11
10;0;0;0;0;559;510;0;515;38;11
11;0;0;0;0;554;511;0;513;38;11
12;0;0;0;0;518;511;0;512;38;11
13;0;0;0;0;516;511;0;511;38;11
14;0;0;0;0;507;513;0;511;38;11
15;0;0;0;0;482;515;0;512;38;11
0;0;0;0;0;449;513;0;508;38;11
1;0;0;0;0;440;513;0;505;38;11
2;0;0;0;0;536;515;0;503;38;11
3;0;0;0;0;578;517;0;504;38;11
4;0;0;0;0;526;514;0;510;38;11
5;0;0;0;0;505;514;0;506;38;11
6;0;0;0;0;521;513;0;510;38;11
7;0;0;0;0;497;512;0;511;38;11
8;0;0;0;0;505;513;0;510;38;11
9;0;0;0;0;516;511;0;502;38;11
10;0;0;0;0;470;512;0;497;38;11
11;0;0;0;0;470;512;0;497;38;11
12;0;0;0;0;490;512;0;496;38;11
13;0;0;0;0;523;511;0;497;38;11
14;0;0;0;0;555;512;0;499;38;11
15;0;0;0;0;547;514;0;501;38;11
0;0;0;0;0;534;513;0;516;38;11
1;0;0;0;0;486;512;0;509;38;11
2;0;0;0;0;474;513;0;516;38;11
3;0;0;0;0;487;512;0;518;38;11
4;0;0;0;0;483;511;0;516;38;11
5;0;0;0;0;491;511;0;510;38;11
6;0;0;0;0;488;510;0;507;38;11
7;0;0;0;0;518;508;0;506;38;11
8;0;0;0;0;537;507;0;504;38;11
9;0;0;0;0;552;507;0;507;38;11
10;0;0;0;0;536;509;0;507;38;11
11;0;0;0;0;495;509;0;510;38;11
12;0;0;0;0;486;507;0;511;38;11
13;0;0;0;0;499;507;0;511;38;11
14;0;0;0;0;503;508;0;512;38;11
15;0;0;0;0;503;509;0;514;38;11
0;0;0;0;0;512;508;0;514;38;11
1;0;0;0;0;517;509;0;514;38;11
2;0;0;0;0;522;511;0;515;38;11
3;0;0;0;0;520;511;0;515;38;11
4;0;0;0;0;529;511;0;514;38;11
5;0;0;0;0;506;512;0;514;38;11
6;0;0;0;0;487;512;0;514;38;11
7;0;0;0;0;481;513;0;516;38;11
8;0;0;0;0;494;513;0;515;38;11
9;0;0;0;0;502;512;0;515;38;11
10;0;0;0;0;502;511;0;515;38;11
11;0;0;0;0;506;509;0;514;38;11
12;0;0;0;0;502;510;0;513;38;11
13;0;0;0;0;498;509;0;512;38;11
14;0;0;0;0;498;510;0;512;38;11
15;0;0;0;0;512;511;0;512;38;11
0;0;0;0;0;519;510;0;511;38;11
1;0;0;0;0;501;507;0;510;38;11
2;0;0;0;0;513;508;0;509;38;11
3;0;0;0;0;520;509;0;519;38;11
4;0;0;0;0;529;511;0;510;38;11
5;0;0;0;0;528;511;0;510;38;11
6;0;0;0;0;527;511;0;525;38;11
7;0;0;0;0;529;511;0;510;38;11
8;0;0;0;0;518;510;0;509;38;11
9;0;0;0;0;493;511;0;517;38;11
10;0;0;0;0;513;512;0;512;38;11
11;0;0;0;0;549;512;0;513;38;11
12;0;0;0;0;524;511;0;513;38;11
13;0;0;0;0;483;511;0;513;38;11
14;0;0;0;0;433;512;0;515;38;11
15;0;0;0;0;451;512;0;514;38;11
0;0;0;0;0;511;512;0;514;38;11
1;0;0;0;0;548;511;0;514;38;11
2;0;0;0;0;521;511;0;512;38;11
3;0;0;0;0;478;512;0;512;38;11
4;0;0;0;0;502;512;0;512;38;11
5;0;0;0;0;512;513;0;513;38;11
6;0;0;0;0;513;511;0;512;38;11
7;0;0;0;0;508;511;0;514;38;11
8;0;0;0;0;521;509;0;526;38;11
9;0;0;0;0;519;510;0;512;38;11
10;0;0;0;0;516;512;0;513;38;11
11;0;0;0;0;509;512;0;513;38;11
12;0;0;0;0;489;511;0;513;38;11
13;0;0;0;0;487;510;0;518;38;11
14;0;0;0;0;491;511;0;520;38;11
15;0;0;0;0;498;510;0;519;38;11
0;0;0;0;0;514;509;0;514;38;11
1;0;0;0;0;514;508;0;497;38;11
2;0;0;0;0;528;507;0;488;38;11
3;0;0;0;0;525;507;0;487;38;11
4;0;0;0;0;523;507;0;486;38;11
5;0;0;0;0;527;508;0;488;38;11
6;0;0;0;0;523;508;0;492;38;11
7;0;0;0;0;511;510;0;496;38;11
8;0;0;0;0;505;510;0;499;38;11
9;0;0;0;0;503;510;0;503;38;11
10;0;0;0;0;498;512;0;523;38;11
11;0;0;0;0;496;510;0;510;38;11
12;0;0;0;0;512;511;0;509;38;11
13;0;0;0;0;520;511;0;512;38;11
14;0;0;0;0;508;512;0;514;38;11
15;0;0;0;0;499;512;0;514;38;11
0;0;0;0;0;511;512;0;516;38;11
1;0;0;0;0;511;511;0;517;38;11
2;0;0;0;0;503;511;0;519;38;11
3;0;0;0;0;496;509;0;519;38;11
4;0;0;0;0;499;508;0;519;38;11
5;0;0;0;0;504;509;0;519;38;11
6;0;0;0;0;515;510;0;518;38;11
7;0;0;0;0;518;512;0;516;38;11
8;0;0;0;0;528;512;0;515;38;11
9;0;0;0;0;513;511;0;515;38;11
10;0;0;0;0;492;513;0;529;38;11
11;0;0;0;0;511;513;0;513;38;11
12;0;0;0;0;531;513;0;512;38;11
13;0;0;0;0;511;512;0;514;38;11
14;0;0;0;0;497;512;0;516;38;11
15;0;0;0;0;494;511;0;516;38;11
0;0;0;0;0;480;511;0;515;38;11
1;0;0;0;0;498;511;0;514;38;11
2;0;0;0;0;482;512;0;513;38;11
3;0;0;0;0;473;511;0;512;38;11
4;0;0;0;0;487;510;0;512;38;11
5;0;0;0;0;523;511;0;512;38;11
6;0;0;0;0;556;512;0;515;38;11
7;0;0;0;0;568;513;0;529;38;11
8;0;0;0;0;566;511;0;512;38;11
9;0;0;0;0;550;511;0;509;38;11
10;0;0;0;0;515;510;0;508;38;11
11;0;0;0;0;467;510;0;508;38;11
12;0;0;0;0;424;508;0;507;38;11
13;0;0;0;0;442;508;0;507;38;11
14;0;0;0;0;521;510;0;508;38;11
15;0;0;0;0;568;510;0;511;38;11
0;0;0;0;0;526;508;0;510;38;11
1;0;0;0;0;528;508;0;512;38;11
2;0;0;0;0;517;509;0;526;38;11
3;0;0;0;0;483;510;0;514;38;11
4;0;0;0;0;481;510;0;514;38;11
5;0;0;0;0;483;511;0;514;38;11
6;0;0;0;0;504;513;0;515;38;11
7;0;0;0;0;525;512;0;513;38;11
8;0;0;0;0;518;511;0;513;38;11
9;0;0;0;0;473;512;0;513;38;11
10;0;0;0;0;478;511;0;513;38;11
11;0;0;0;0;509;509;0;513;38;11
12;0;0;0;0;510;510;0;511;38;11
13;0;0;0;0;537;510;0;512;38;11
14;0;0;0;0;538;511;0;512;38;11
15;0;0;0;0;540;510;0;511;38;11
0;0;0;0;0;516;511;0;510;38;11
1;0;0;0;0;478;511;0;508;38;11
2;0;0;0;0;494;512;0;510;38;11
3;0;0;0;0;489;512;0;509;38;11
4;0;0;0;0;517;511;0;509;38;11
5;0;0;0;0;506;510;0;510;38;11
6;0;0;0;0;503;509;0;511;38;11
7;0;0;0;0;499;509;0;512;38;11
8;0;0;0;0;496;507;0;511;38;11
9;0;0;0;0;494;506;0;509;38;11
10;0;0;0;0;494;507;0;512;38;11
11;0;0;0;0;510;509;0;512;38;11
12;0;0;0;0;524;509;0;513;38;11
13;0;0;0;0;531;508;0;514;38;11
14;0;0;0;0;527;508;0;516;38;11
15;0;0;0;0;519;509;0;517;38;11
0;0;0;0;0;515;509;0;512;38;11
1;0;0;0;0;519;507;0;498;38;11
2;0;0;0;0;506;509;0;494;38;11
3;0;0;0;0;502;509;0;492;38;11
4;0;0;0;0;513;507;0;493;38;11
5;0;0;0;0;540;505;0;497;38;11
6;0;0;0;0;531;507;0;499;38;11
7;0;0;0;0;513;508;0;502;38;11
8;0;0;0;0;500;508;0;505;38;11
9;0;0;0;0;488;508;0;508;38;11
10;0;0;0;0;496;510;0;508;38;11
11;0;0;0;0;503;511;0;508;38;11
12;0;0;0;0;500;511;0;503;38;11
13;0;0;0;0;508;511;0;498;38;11
14;0;0;0;0;491;510;0;497;38;11
15;0;0;0;0;487;509;0;497;38;11
0;0;0;0;0;499;509;0;499;38;11
1;0;0;0;0;492;511;0;499;38;11
2;0;0;0;0;490;510;0;500;38;11
3;0;0;0;0;491;510;0;501;38;11
4;0;0;0;0;495;511;0;499;38;11
5;0;0;0;0;511;509;0;490;38;11
6;0;0;0;0;541;511;0;488;38;11
7;0;0;0;0;522;510;0;491;38;11
8;0;0;0;0;516;512;0;493;38;11
9;0;0;0;0;525;511;0;497;38;11
10;0;0;0;0;537;512;0;501;38;11
11;0;0;0;0;534;511;0;503;38;11
12;0;0;0;0;486;512;0;503;38;11
13;0;0;0;0;479;512;0;501;38;11
14;0;0;0;0;487;512;0;500;38;11
15;0;0;0;0;503;511;0;504;38;11
0;0;0;0;0;533;510;0;506;38;11
1;0;0;0;0;512;511;0;509;38;11
2;0;0;0;0;544;509;0;509;38;11
3;0;0;0;0;566;510;0;513;38;11
4;0;0;0;0;545;508;0;515;38;11
5;0;0;0;0;483;508;0;516;38;11
6;0;0;0;0;454;510;0;516;38;11
7;0;0;0;0;448;512;0;515;38;11
8;0;0;0;0;459;513;0;516;38;11
9;0;0;0;0;480;511;0;516;38;11
10;0;0;0;0;521;512;0;517;38;11
11;0;0;0;0;513;514;0;515;38;11
12;0;0;0;0;492;514;0;515;38;11
13;0;0;0;0;495;512;0;512;38;11
14;0;0;0;0;522;513;0;514;38;11
15;0;0;0;0;561;514;0;516;38;11
0;0;0;0;0;542;514;0;533;38;11
1;0;0;0;0;522;512;0;519;38;11
2;0;0;0;0;507;510;0;519;38;11
3;0;0;0;0;512;509;0;521;38;11
4;0;0;0;0;523;511;0;520;38;11
5;0;0;0;0;487;511;0;520;38;11
6;0;0;0;0;507;512;0;520;38;11
7;0;0;0;0;512;511;0;519;38;11
8;0;0;0;0;502;512;0;518;38;11
9;0;0;0;0;487;512;0;520;38;11
10;0;0;0;0;486;510;0;522;38;11
11;0;0;0;0;488;510;0;524;38;11
12;0;0;0;0;513;511;0;524;38;11
13;0;0;0;0;524;512;0;521;38;11
14;0;0;0;0;511;514;0;521;38;11
15;0;0;0;0;479;514;0;519;38;11
0;0;0;0;0;476;514;0;518;38;11
1;0;0;0;0;497;515;0;516;38;11
2;0;0;0;0;524;515;0;516;38;11
3;0;0;0;0;512;514;0;516;38;11
4;0;0;0;0;508;513;0;516;38;11
5;0;0;0;0;519;513;0;515;38;11
6;0;0;0;0;556;512;0;516;38;11
7;0;0;0;0;555;511;0;517;38;11
8;0;0;0;0;531;510;0;517;38;11
9;0;0;0;0;512;508;0;515;38;11
10;0;0;0;0;494;508;0;515;38;11
11;0;0;0;0;485;508;0;514;38;11
12;0;0;0;0;483;509;0;512;38;11
13;0;0;0;0;490;510;0;513;38;11
14;0;0;0;0;500;510;0;513;38;11
15;0;0;0;0;523;511;0;515;38;11
0;0;0;0;0;555;511;0;514;38;11
1;0;0;0;0;556;510;0;508;38;11
2;0;0;0;0;507;510;0;506;38;11
3;0;0;0;0;482;510;0;504;38;11
4;0;0;0;0;484;509;0;505;38;11
5;0;0;0;0;485;509;0;507;38;11
6;0;0;0;0;494;510;0;508;38;11
7;0;0;0;0;508;509;0;510;38;11
8;0;0;0;0;517;509;0;510;38;11
9;0;0;0;0;503;509;0;512;38;11
10;0;0;0;0;489;509;0;511;38;11
11;0;0;0;0;487;509;0;512;38;11
12;0;0;0;0;492;510;0;513;38;11
13;0;0;0;0;504;512;0;514;38;11
14;0;0;0;0;518;511;0;513;38;11
15;0;0;0;0;507;512;0;512;38;11
0;0;0;0;0;496;512;0;511;38;11
1;0;0;0;0;479;511;0;509;38;11
2;0;0;0;0;479;511;0;510;38;11
3;0;0;0;0;494;511;0;511;38;11
4;0;0;0;0;521;513;0;507;38;11
5;0;0;0;0;547;512;0;506;38;11
6;0;0;0;0;521;512;0;506;38;11
7;0;0;0;0;547;513;0;507;38;11
8;0;0;0;0;568;512;0;507;38;11
9;0;0;0;0;542;514;0;508;38;11
10;0;0;0;0;507;513;0;511;38;11
11;0;0;0;0;519;512;0;512;38;11
12;0;0;0;0;480;510;0;513;38;11
13;0;0;0;0;489;508;0;514;38;11
14;0;0;0;0;508;507;0;515;38;11
15;0;0;0;0;517;508;0;516;38;11
0;0;0;0;0;491;508;0;519;38;11
1;0;0;0;0;481;509;0;519;38;11
2;0;0;0;0;493;509;0;519;38;11
3;0;0;0;0;500;510;0;518;38;11
4;0;0;0;0;504;510;0;516;38;11
5;0;0;0;0;511;511;0;515;38;11
6;0;0;0;0;527;511;0;513;38;11
7;0;0;0;0;524;511;0;514;38;11
8;0;0;0;0;499;511;0;513;38;11
9;0;0;0;0;452;508;0;500;38;11
10;0;0;0;0;431;509;0;495;38;11
11;0;0;0;0;484;510;0;492;38;11
12;0;0;0;0;520;510;0;494;38;11
13;0;0;0;0;527;509;0;500;38;11
14;0;0;0;0;520;508;0;504;38;11
15;0;0;0;0;513;510;0;506;38;11
0;0;0;0;0;578;509;0;508;38;11
1;0;0;0;0;582;510;0;508;38;11
2;0;0;0;0;531;511;0;508;38;11
3;0;0;0;0;508;512;0;508;38;11
4;0;0;0;0;491;512;0;516;38;11
5;0;0;0;0;481;511;0;508;38;11
6;0;0;0;0;490;511;0;510;38;11
7;0;0;0;0;495;512;0;512;38;11
8;0;0;0;0;502;512;0;512;38;11
9;0;0;0;0;499;511;0;515;38;11
10;0;0;0;0;489;510;0;517;38;11
11;0;0;0;0;486;509;0;519;38;11
12;0;0;0;0;500;510;0;517;38;11
13;0;0;0;0;505;509;0;518;38;11
14;0;0;0;0;563;510;0;519;38;11
15;0;0;0;0;563;510;0;520;38;11
0;0;0;0;0;538;511;0;520;38;11
1;0;0;0;0;561;510;0;520;38;11
2;0;0;0;0;477;511;0;519;38;11
3;0;0;0;0;416;512;0;518;38;11
4;0;0;0;0;506;512;0;516;38;11
5;0;0;0;0;550;510;0;515;38;11
6;0;0;0;0;499;509;0;515;38;11
7;0;0;0;0;444;512;0;516;38;11
8;0;0;0;0;487;512;0;516;38;11
9;0;0;0;0;516;511;0;515;38;11
10;0;0;0;0;517;511;0;512;38;11
11;0;0;0;0;502;513;0;510;38;11
12;0;0;0;0;496;512;0;508;38;11
13;0;0;0;0;492;510;0;507;38;11
14;0;0;0;0;502;510;0;505;38;11
15;0;0;0;0;507;510;0;507;38;11
0;0;0;0;0;512;511;0;507;38;11
1;0;0;0;0;517;510;0;507;38;11
2;0;0;0;0;509;510;0;510;38;11
3;0;0;0;0;517;511;0;512;38;11
4;0;0;0;0;523;509;0;515;38;11
5;0;0;0;0;518;508;0;516;38;11
6;0;0;0;0;506;508;0;516;38;11
7;0;0;0;0;503;510;0;517;38;11
8;0;0;0;0;489;509;0;517;38;11
9;0;0;0;0;496;511;0;515;38;11
10;0;0;0;0;498;512;0;515;38;11
11;0;0;0;0;520;513;0;515;38;11
12;0;0;0;0;575;512;0;514;38;11
13;0;0;0;0;549;513;0;514;38;11
14;0;0;0;0;529;513;0;515;38;11
15;0;0;0;0;524;512;0;516;38;11
0;0;0;0;0;513;513;0;512;38;11
1;0;0;0;0;505;512;0;509;38;11
2;0;0;0;0;487;513;0;509;38;11
3;0;0;0;0;453;514;0;509;38;11
4;0;0;0;0;447;515;0;505;38;11
5;0;0;0;0;509;513;0;503;38;11
6;0;0;0;0;536;511;0;502;38;11
7;0;0;0;0;515;511;0;504;38;11
8;0;0;0;0;502;509;0;506;38;11
9;0;0;0;0;502;509;0;506;38;11
10;0;0;0;0;507;508;0;506;38;11
11;0;0;0;0;511;510;0;510;38;11
12;0;0;0;0;515;510;0;510;38;11
13;0;0;0;0;507;509;0;512;38;11
14;0;0;0;0;497;509;0;516;38;11
15;0;0;0;0;484;508;0;516;38;11
0;0;0;0;0;522;508;0;514;38;11
1;0;0;0;0;545;507;0;513;38;11
2;0;0;0;0;515;507;0;511;38;11
3;0;0;0;0;493;508;0;510;38;11
4;0;0;0;0;485;508;0;510;38;11
5;0;0;0;0;492;507;0;507;38;11
6;0;0;0;0;495;509;0;508;38;11
7;0;0;0;0;498;512;0;511;38;11
8;0;0;0;0;518;512;0;511;38;11
9;0;0;0;0;547;512;0;512;38;11
10;0;0;0;0;559;511;0;513;38;11
11;0;0;0;0;502;511;0;515;38;11
12;0;0;0;0;492;510;0;515;38;11
13;0;0;0;0;522;509;0;516;38;11
14;0;0;0;0;536;508;0;519;38;11
15;0;0;0;0;503;510;0;520;38;11
0;0;0;0;0;481;511;0;518;38;11
1;0;0;0;0;516;511;0;517;38;11
2;0;0;0;0;508;512;0;516;38;11
3;0;0;0;0;509;514;0;514;38;11
4;0;0;0;0;509;514;0;519;38;11
5;0;0;0;0;499;512;0;523;38;11
6;0;0;0;0;493;513;0;524;38;11
7;0;0;0;0;472;514;0;521;38;11
8;0;0;0;0;478;514;0;519;38;11
9;0;0;0;0;512;513;0;521;38;11
10;0;0;0;0;528;514;0;524;38;11
11;0;0;0;0;504;516;0;523;38;11
12;0;0;0;0;496;516;0;525;38;11
13;0;0;0;0;497;513;0;519;38;11
14;0;0;0;0;508;511;0;515;38;11
15;0;0;0;0;526;512;0;513;38;11
0;0;0;0;0;554;513;0;512;38;11
1;0;0;0;0;515;513;0;510;38;11
2;0;0;0;0;487;512;0;510;38;11
3;0;0;0;0;511;512;0;510;38;11
4;0;0;0;0;498;512;0;507;38;11
5;0;0;0;0;488;512;0;506;38;11
6;0;0;0;0;496;512;0;505;38;11
7;0;0;0;0;503;511;0;510;38;11
8;0;0;0;0;515;510;0;511;38;11
9;0;0;0;0;524;509;0;509;38;11
